"st_abbreviation","2019","2020","2021","2022","2023","code","btu_2019","btu_2020","btu_2021"
"KS","2937835","2938124","2937946","2936716","2940546","ESCCB","54307","50645","52396"
"KS","2937835","2938124","2937946","2936716","2940546","ESICB","39622","37696","38781"
"KS","2937835","2938124","2937946","2936716","2940546","ESRCB","46508","46377","46981"
"KS","2937835","2938124","2937946","2936716","2940546","ESTCB","140437","134719","138158"
"KS","2937835","2938124","2937946","2936716","2940546","ESTXB","140437","134719","138158"
"KS","2937835","2938124","2937946","2936716","2940546","EYICB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","EYTCB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","FFGBP","8846","8891","8922"
"KS","2937835","2938124","2937946","2936716","2940546","FFTCB","870173","829780","849447"
"KS","2937835","2938124","2937946","2936716","2940546","FNICB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","FOICB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","FSICB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","GDPRV","176564.4","177580.9","191380.6"
"KS","2937835","2938124","2937946","2936716","2940546","GDPRX","159826","158348","162291"
"KS","2937835","2938124","2937946","2936716","2940546","GECCB","672","672","672"
"KS","2937835","2938124","2937946","2936716","2940546","GEEGB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","GEGBP","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","GEICB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","GERCB","302","302","302"
"KS","2937835","2938124","2937946","2936716","2940546","GETCB","974","974","974"
"KS","2937835","2938124","2937946","2936716","2940546","GETXB","974","974","974"
"KS","2937835","2938124","2937946","2936716","2940546","HLACB","148","93","221"
"KS","2937835","2938124","2937946","2936716","2940546","HLCCB","1328","1673","1567"
"KS","2937835","2938124","2937946","2936716","2940546","HLICB","2061","1573","1733"
"KS","2937835","2938124","2937946","2936716","2940546","HLRCB","9375","8556","7712"
"KS","2937835","2938124","2937946","2936716","2940546","HLTCB","12913","11894","11233"
"KS","2937835","2938124","2937946","2936716","2940546","HLTXB","12913","11894","11233"
"KS","2937835","2938124","2937946","2936716","2940546","HPGBP","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","HVGBP","7","7","7"
"KS","2937835","2938124","2937946","2936716","2940546","HYCCB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","HYEGB","182","284","265"
"KS","2937835","2938124","2937946","2936716","2940546","HYICB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","HYTCB","182","284","265"
"KS","2937835","2938124","2937946","2936716","2940546","HYTXB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","IQICB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","IQTCB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","IYICB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","IYTCB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","JFACB","7364","6324","7344"
"KS","2937835","2938124","2937946","2936716","2940546","JFTCB","7364","6324","7344"
"KS","2937835","2938124","2937946","2936716","2940546","JFTXB","7364","6324","7344"
"KS","2937835","2938124","2937946","2936716","2940546","KSCCB","3","3","2"
"KS","2937835","2938124","2937946","2936716","2940546","KSICB","4","6","4"
"KS","2937835","2938124","2937946","2936716","2940546","KSRCB","3","2","11"
"KS","2937835","2938124","2937946","2936716","2940546","KSTCB","10","11","17"
"KS","2937835","2938124","2937946","2936716","2940546","KSTXB","10","11","17"
"KS","2937835","2938124","2937946","2936716","2940546","LOACB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","LOCCB","113654","103003","106563"
"KS","2937835","2938124","2937946","2936716","2940546","LOICB","82922","76668","78872"
"KS","2937835","2938124","2937946","2936716","2940546","LORCB","97332","94323","95550"
"KS","2937835","2938124","2937946","2936716","2940546","LOTCB","293909","273994","280985"
"KS","2937835","2938124","2937946","2936716","2940546","LOTXB","293909","273994","280985"
"KS","2937835","2938124","2937946","2936716","2940546","LUACB","1448","1313","1308"
"KS","2937835","2938124","2937946","2936716","2940546","LUICB","876","846","903"
"KS","2937835","2938124","2937946","2936716","2940546","LUTCB","2324","2160","2210"
"KS","2937835","2938124","2937946","2936716","2940546","LUTXB","2324","2160","2210"
"KS","2937835","2938124","2937946","2936716","2940546","MBICB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","MGACB","154898","141767","143986"
"KS","2937835","2938124","2937946","2936716","2940546","MGCCB","3025","3046","3075"
"KS","2937835","2938124","2937946","2936716","2940546","MGICB","4789","4818","4726"
"KS","2937835","2938124","2937946","2936716","2940546","MGTCB","162713","149631","151787"
"KS","2937835","2938124","2937946","2936716","2940546","MGTXB","162713","149631","151787"
"KS","2937835","2938124","2937946","2936716","2940546","MMTCB","151917","139732","141678"
"KS","2937835","2938124","2937946","2936716","2940546","MSICB","681","646","646"
"KS","2937835","2938124","2937946","2936716","2940546","NAICB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","NGACB","28049","20404","14433"
"KS","2937835","2938124","2937946","2936716","2940546","NGCCB","43107","41239","42460"
"KS","2937835","2938124","2937946","2936716","2940546","NGEIB","28762","24657","23084"
"KS","2937835","2938124","2937946","2936716","2940546","NGGBP","3610","3819","3802"
"KS","2937835","2938124","2937946","2936716","2940546","NGICB","148964","150617","149905"
"KS","2937835","2938124","2937946","2936716","2940546","NGRCB","71069","64474","62273"
"KS","2937835","2938124","2937946","2936716","2940546","NGTCB","319950","301392","292156"
"KS","2937835","2938124","2937946","2936716","2940546","NGTPB","109.8","102.6","99.4"
"KS","2937835","2938124","2937946","2936716","2940546","NGTXB","291189","276734","269071"
"KS","2937835","2938124","2937946","2936716","2940546","NNTCB","319950","301392","292156"
"KS","2937835","2938124","2937946","2936716","2940546","NUEGB","96565","110545","89572"
"KS","2937835","2938124","2937946","2936716","2940546","NUETB","96565","110545","89572"
"KS","2937835","2938124","2937946","2936716","2940546","NUGBP","1225","1225","1225"
"KS","2937835","2938124","2937946","2936716","2940546","OHICB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","OJGBP","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","OMTCB","37210","36995","36548"
"KS","2937835","2938124","2937946","2936716","2940546","OPACB","0","0","1542"
"KS","2937835","2938124","2937946","2936716","2940546","OPICB","37210","36995","36548"
"KS","2937835","2938124","2937946","2936716","2940546","OPTCB","37210","36995","38091"
"KS","2937835","2938124","2937946","2936716","2940546","OPTXB","37210","36995","38091"
"KS","2937835","2938124","2937946","2936716","2940546","OTGBP","1","1","1"
"KS","2937835","2938124","2937946","2936716","2940546","P1ICB","51164","50298","52815"
"KS","2937835","2938124","2937946","2936716","2940546","P1TCB","52927","51877","55972"
"KS","2937835","2938124","2937946","2936716","2940546","P1TXB","52927","51877","55972"
"KS","2937835","2938124","2937946","2936716","2940546","PAACB","261651","237935","244423"
"KS","2937835","2938124","2937946","2936716","2940546","PACCB","6215","7019","6589"
"KS","2937835","2938124","2937946","2936716","2940546","PAEIB","1009","1018","2094"
"KS","2937835","2938124","2937946","2936716","2940546","PAGBP","558","550","596"
"KS","2937835","2938124","2937946","2936716","2940546","PAICB","88665","93566","90671"
"KS","2937835","2938124","2937946","2936716","2940546","PARCB","9396","8573","7741"
"KS","2937835","2938124","2937946","2936716","2940546","PATCB","366935","348112","351518"
"KS","2937835","2938124","2937946","2936716","2940546","PATPB","126","118.5","119.6"
"KS","2937835","2938124","2937946","2936716","2940546","PATXB","365927","347093","349424"
"KS","2937835","2938124","2937946","2936716","2940546","PCCCB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","PCEIB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","PCICB","7450","5677","7356"
"KS","2937835","2938124","2937946","2936716","2940546","PCTCB","7450","5677","7356"
"KS","2937835","2938124","2937946","2936716","2940546","PCTXB","7450","5677","7356"
"KS","2937835","2938124","2937946","2936716","2940546","PLICB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","PMTCB","352445","334609","338260"
"KS","2937835","2938124","2937946","2936716","2940546","PPICB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","PPTCB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","PQACB","148","93","221"
"KS","2937835","2938124","2937946","2936716","2940546","PQCCB","1328","1673","1567"
"KS","2937835","2938124","2937946","2936716","2940546","PQICB","2061","1573","1733"
"KS","2937835","2938124","2937946","2936716","2940546","PQRCB","9375","8556","7712"
"KS","2937835","2938124","2937946","2936716","2940546","PQTCB","12913","11894","11233"
"KS","2937835","2938124","2937946","2936716","2940546","PQTXB","12913","11894","11233"
"KS","2937835","2938124","2937946","2936716","2940546","PYICB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","PYTCB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","REACB","12799","12662","12269"
"KS","2937835","2938124","2937946","2936716","2940546","RECCB","1749","1774","1701"
"KS","2937835","2938124","2937946","2936716","2940546","REEIB","188842","211504","228569"
"KS","2937835","2938124","2937946","2936716","2940546","REGBP","6160","6865","8284"
"KS","2937835","2938124","2937946","2936716","2940546","REICB","31082","30724","30793"
"KS","2937835","2938124","2937946","2936716","2940546","RERCB","4622","3953","3385"
"KS","2937835","2938124","2937946","2936716","2940546","RETCB","239094","260617","276717"
"KS","2937835","2938124","2937946","2936716","2940546","RFACB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","RFCCB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","RFEIB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","RFICB","3125","3576","3100"
"KS","2937835","2938124","2937946","2936716","2940546","RFTCB","3125","3576","3100"
"KS","2937835","2938124","2937946","2936716","2940546","RFTXB","3125","3576","3100"
"KS","2937835","2938124","2937946","2936716","2940546","SFCCB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","SFEIB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","SFINB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","SFRCB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","SFTCB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","SGICB","33026","31546","34256"
"KS","2937835","2938124","2937946","2936716","2940546","SNICB","541","490","460"
"KS","2937835","2938124","2937946","2936716","2940546","SOCCB","136","162","197"
"KS","2937835","2938124","2937946","2936716","2940546","SOEGB","101","506","540"
"KS","2937835","2938124","2937946","2936716","2940546","SOGBP","10","30","30"
"KS","2937835","2938124","2937946","2936716","2940546","SOICB","0","0","3"
"KS","2937835","2938124","2937946","2936716","2940546","SORCB","234","286","365"
"KS","2937835","2938124","2937946","2936716","2940546","SOTCB","471","954","1105"
"KS","2937835","2938124","2937946","2936716","2940546","SOTXB","370","448","565"
"KS","2937835","2938124","2937946","2936716","2940546","TEACB","289700","258339","258857"
"KS","2937835","2938124","2937946","2936716","2940546","TEAPB","99.5","87.9","88.1"
"KS","2937835","2938124","2937946","2936716","2940546","TECCB","218830","203480","209505"
"KS","2937835","2938124","2937946","2936716","2940546","TECPB","75.1","69.3","71.3"
"KS","2937835","2938124","2937946","2936716","2940546","TEEIB","511132","540281","561140"
"KS","2937835","2938124","2937946","2936716","2940546","TEICB","392761","390175","389916"
"KS","2937835","2938124","2937946","2936716","2940546","TEIPB","134.8","132.8","132.7"
"KS","2937835","2938124","2937946","2936716","2940546","TERCB","228928","217701","215930"
"KS","2937835","2938124","2937946","2936716","2940546","TERPB","78.6","74.1","73.5"
"KS","2937835","2938124","2937946","2936716","2940546","TETCB","1129045","1069374","1073739"
"KS","2937835","2938124","2937946","2936716","2940546","TETGR","7.06","6.75","6.62"
"KS","2937835","2938124","2937946","2936716","2940546","TETPB","387.6","364","365.5"
"KS","2937835","2938124","2937946","2936716","2940546","TETXB","1130219","1069694","1074208"
"KS","2937835","2938124","2937946","2936716","2940546","TNACB","289700","258339","258857"
"KS","2937835","2938124","2937946","2936716","2940546","TNCCB","105177","100476","102941"
"KS","2937835","2938124","2937946","2936716","2940546","TNICB","309838","313507","311045"
"KS","2937835","2938124","2937946","2936716","2940546","TNRCB","131595","123377","120380"
"KS","2937835","2938124","2937946","2936716","2940546","TNTXB","836311","795699","793223"
"KS","2937835","2938124","2937946","2936716","2940546","TPOPP","2913","2938","2938"
"KS","2937835","2938124","2937946","2936716","2940546","UOICB","2927","4279","1138"
"KS","2937835","2938124","2937946","2936716","2940546","USICB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","WDCCB","590","602","488"
"KS","2937835","2938124","2937946","2936716","2940546","WDEIB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","WDGBP","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","WDICB","101","101","101"
"KS","2937835","2938124","2937946","2936716","2940546","WDRCB","4086","3365","2718"
"KS","2937835","2938124","2937946","2936716","2940546","WDTCB","4777","4067","3307"
"KS","2937835","2938124","2937946","2936716","2940546","WSCCB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","WSEIB","731","760","690"
"KS","2937835","2938124","2937946","2936716","2940546","WSGBP","9","9","9"
